id,generation_time_seconds,diffusion_steps,n_entities_pinned
1348,13.187,64,13
1349,9.784,64,7
1350,7.509,64,10
1351,20.525,64,8
1352,18.592,64,10
1353,23.663,64,10
1354,12.067,64,9
1355,8.073,64,9
1356,13.778,64,10
1357,25.579,64,7
1358,9.198,64,4
1359,18.388,64,9
1360,29.502,64,11
1361,12.869,64,10
1362,14.152,64,10
1363,29.765,64,9
1364,12.132,64,10
1365,25.727,64,9
1366,16.862,64,11
1367,13.485,64,10
1368,12.192,64,7
1369,18.829,64,11
1370,14.107,64,8
1371,17.667,64,10
1372,27.584,64,9
1373,17.27,64,9
1374,17.183,64,8
1375,17.539,64,11
1376,9.761,64,10
1377,9.688,64,10
1378,13.233,64,10
1379,17.314,64,10
1380,11.92,64,7
1381,52.899,64,9
1382,7.952,64,5
1383,20.043,64,7
1384,13.753,64,12
1385,24.078,64,8
1386,17.556,64,7
1387,23.486,64,9
1388,18.618,64,10
1389,23.633,64,12
1390,17.069,64,7
1391,19.011,64,9
1392,27.561,64,8
1393,14.05,64,10
1394,17.324,64,13
1395,9.516,64,8
1396,14.032,64,10
1397,13.035,64,10
1398,13.525,64,11
1399,13.507,64,10
1400,23.754,64,13
1401,25.98,64,11
1402,9.715,64,10
1403,26.185,64,12
1404,18.822,64,10
1405,20.467,64,8
1406,18.603,64,10
1407,17.565,64,8
1408,18.699,64,8
1409,23.717,64,11
1410,18.69,64,10
1411,17.118,64,9
1412,13.015,64,10
1413,9.323,64,7
1414,14.158,64,10
1415,13.981,64,11
1416,33.551,64,10
1417,17.081,64,9
1418,17.438,64,10
1419,25.57,64,9
1420,9.419,64,10
1421,12.99,64,11
1422,23.73,64,11
1423,13.729,64,11
1424,20.244,64,9
1425,20.61,64,13
1426,14.219,64,7
1427,18.918,64,10
1428,20.537,64,7
1429,20.598,64,12
1430,7.937,64,7
1431,17.607,64,8
1432,23.642,64,9
1433,17.585,64,9
1434,18.517,64,9
1435,53.404,64,12
1436,14.279,64,9
1437,14.056,64,11
1438,18.792,64,7
1439,16.932,64,9
1440,12.178,64,9
1441,14.056,64,9
1442,23.751,64,9
1443,7.964,64,6
1444,14.083,64,10
1445,7.658,64,10
1446,19.054,64,11
1447,17.152,64,10
1448,23.763,64,10
1449,18.924,64,9
1450,16.823,64,12
1451,12.137,64,11
1452,20.131,64,8
1453,24.139,64,11
1454,16.887,64,10
1455,20.497,64,7
1456,44.815,64,7
1457,12.923,64,10
1458,20.131,64,8
1459,27.097,64,12
1460,13.02,64,7
1461,25.868,64,7
1462,17.073,64,10
1463,17.218,64,11
1464,20.265,64,12
1465,19.155,64,9
1466,13.709,64,9
1467,14.275,64,11
1468,20.601,64,6
1469,18.716,64,7
1470,23.579,64,8
1471,18.818,64,8
1472,18.78,64,11
1473,14.268,64,10
1474,17.4,64,11
1475,20.515,64,8
1476,44.875,64,9
1477,17.025,64,10
1478,13.807,64,9
1479,13.181,64,9
1480,23.827,64,9
1481,13.133,64,14
1482,9.095,64,7
1483,9.536,64,11
1484,13.933,64,9
1485,13.704,64,10
1486,11.932,64,11
1487,14.172,64,9
1488,16.78,64,10
1489,29.072,64,12
1490,17.488,64,8
1491,27.082,64,9
1492,12.181,64,11
1493,12.044,64,5
1494,13.206,64,10
1495,13.748,64,11
1496,25.966,64,9
1497,9.242,64,8
1498,23.842,64,7
1499,13.042,64,8
1500,18.826,64,9
1501,25.959,64,10
1502,18.701,64,13
1503,13.031,64,9
1504,13.603,64,12
1505,12.147,64,8
1506,11.913,64,11
1507,25.593,64,7
1508,27.264,64,10
1509,18.675,64,9
1510,17.256,64,11
1511,18.756,64,12
1512,20.006,64,10
1513,17.132,64,9
1514,13.183,64,12
1515,20.263,64,10
1516,17.625,64,9
1517,14.048,64,10
1518,13.02,64,12
1519,29.216,64,9
1520,33.527,64,9
1521,13.046,64,9
1522,27.476,64,7
1523,16.849,64,8
1524,18.681,64,9
1525,12.21,64,8
1526,23.868,64,10
1527,33.545,64,7
1528,25.515,64,6
1529,17.324,64,12
1530,11.843,64,10
1531,18.805,64,9
1532,16.828,64,10
1533,23.609,64,10
1534,17.482,64,9
1535,26.853,64,10
1536,17.401,64,8
1537,9.485,64,8
1538,29.157,64,10
1539,17.559,64,10
1540,18.668,64,9
1541,19.057,64,11
1542,18.475,64,11
1543,17.233,64,10
1544,12.131,64,6
1545,20.17,64,9
1546,25.566,64,10
1547,23.836,64,7
1548,17.41,64,11
1549,17.472,64,11
1550,12.08,64,9
1551,13.006,64,10
1552,13.16,64,10
1553,29.595,64,10
1554,14.239,64,10
1555,7.79,64,7
1556,16.925,64,10
1557,17.357,64,10
1558,23.893,64,8
1559,26.896,64,10
1560,17.466,64,7
1561,17.275,64,6
1562,7.423,64,6
1563,9.11,64,9
1564,18.473,64,9
1565,19.089,64,11
1566,18.674,64,8
1567,26.309,64,9
1568,14.124,64,6
1569,11.858,64,11
1570,39.627,64,12
1571,14.111,64,9
1572,18.854,64,8
1573,14.119,64,11
1574,12.936,64,10
1575,18.361,64,9
1576,26.159,64,9
1577,25.544,64,11
1578,13.661,64,10
1579,26.297,64,7
1580,25.708,64,7
1581,20.382,64,10
1582,27.085,64,10
1583,26.941,64,12
1584,20.207,64,5
1585,8.944,64,11
1586,18.71,64,9
1587,18.538,64,9
1588,13.619,64,11
1589,17.122,64,10
1590,26.96,64,9
1591,23.704,64,10
1592,17.082,64,9
1593,14.021,64,10
1594,17.178,64,9
1595,18.627,64,11
1596,13.953,64,11
1597,14.079,64,9
1598,14.231,64,10
1599,12.862,64,11
1600,13.47,64,11
1601,20.471,64,11
1602,13.771,64,10
1603,17.169,64,8
1604,17.241,64,8
1605,20.073,64,6
1606,13.882,64,11
1607,25.862,64,11
1608,33.994,64,7
1609,12.927,64,11
1610,7.815,64,8
1611,13.546,64,10
1612,13.036,64,9
1613,17.601,64,9
1614,34.917,64,9
1615,27.598,64,8
1616,16.988,64,7
1617,8.941,64,9
1618,20.313,64,10
1619,18.818,64,7
1620,18.763,64,7
1621,13.742,64,11
1622,13.049,64,8
1623,13.036,64,9
1624,9.787,64,10
1625,16.872,64,10
1626,40.923,64,8
1627,7.871,64,6
1628,29.66,64,7
1629,17.476,64,10
1630,17.105,64,10
1631,24.148,64,8
1632,17.177,64,8
1633,17.451,64,11
1634,17.583,64,10
1635,17.15,64,7
1636,13.631,64,9
1637,25.565,64,8
1638,9.348,64,7
1639,17.102,64,9
1640,13.641,64,11
1641,13.991,64,9
1642,17.035,64,11
1643,13.643,64,6
1644,12.21,64,8
1645,39.815,64,8
1646,14.017,64,8
1647,18.55,64,10
1648,26.804,64,9
1649,14.078,64,9
1650,12.103,64,10
1651,9.709,64,10
1652,14.233,64,11
1653,13.064,64,6
1654,17.153,64,10
1655,7.584,64,8
1656,19.0,64,9
1657,14.065,64,8
1658,20.588,64,8
1659,11.984,64,10
1660,26.203,64,9
1661,12.217,64,7
1662,17.423,64,11
1663,23.917,64,9
1664,17.176,64,11
1665,20.465,64,8
1666,17.047,64,9
1667,23.784,64,8
1668,17.186,64,8
1669,23.468,64,10
1670,17.199,64,8
1671,26.869,64,7
1672,17.055,64,8
1673,13.032,64,11
1674,18.928,64,8
1675,12.957,64,10
1676,13.04,64,12
1677,17.398,64,8
1678,19.035,64,11
1679,19.999,64,11
1680,13.944,64,9
1681,18.715,64,7
1682,23.752,64,11
1683,12.937,64,8
1684,13.16,64,9
1685,14.109,64,11
1686,9.651,64,11
1687,20.389,64,12
1688,26.212,64,7
1689,12.185,64,8
1690,25.776,64,10
1691,14.106,64,10
1692,12.103,64,11
1693,20.124,64,12
1694,13.63,64,5
1695,18.428,64,9
1696,9.376,64,8
1697,13.133,64,10
1698,20.47,64,12
1699,13.179,64,9
1700,19.068,64,9
1701,27.378,64,6
1702,17.221,64,9
1703,17.374,64,10
1704,11.878,64,11
1705,17.217,64,10
1706,11.89,64,6
1707,12.891,64,9
1708,20.238,64,12
1709,11.923,64,7
1710,14.053,64,11
1711,20.311,64,6
1712,12.215,64,7
1713,20.678,64,11
1714,12.164,64,11
1715,23.515,64,11
1716,18.604,64,9
1717,9.818,64,8
1718,23.702,64,10
1719,20.483,64,10
1720,40.185,64,9
1721,25.711,64,9
1722,14.262,64,11
1723,14.005,64,10
1724,20.046,64,11
1725,17.393,64,10
1726,18.385,64,9
1727,16.903,64,9
1728,18.714,64,7
1729,17.581,64,10
1730,24.109,64,8
1731,17.571,64,9
1732,29.197,64,9
1733,18.862,64,6
1734,17.244,64,11
1735,18.997,64,10
1736,17.661,64,10
1737,13.82,64,9
1738,26.09,64,9
1739,20.466,64,9
1740,20.394,64,11
1741,7.569,64,6
1742,13.763,64,11
1743,20.318,64,12
1744,12.096,64,5
1745,18.52,64,10
1746,27.079,64,12
1747,9.693,64,10
1748,12.926,64,7
1749,25.535,64,10
1750,13.895,64,11
1751,23.858,64,9
1752,9.558,64,10
1753,18.355,64,9
1754,12.202,64,8
1755,51.039,64,12
1756,13.931,64,9
1757,11.859,64,11
1758,20.006,64,7
1759,16.835,64,11
1760,20.511,64,9
1761,16.936,64,8
1762,13.825,64,10
1763,12.162,64,9
1764,12.227,64,12
1765,16.824,64,10
1766,20.192,64,11
1767,18.644,64,7
1768,29.001,64,7
1769,13.093,64,11
1770,13.548,64,10
1771,13.045,64,9
1772,9.112,64,8
1773,35.268,64,12
1774,20.495,64,10
1775,26.147,64,9
1776,24.16,64,10
1777,18.561,64,9
1778,9.668,64,10
1779,7.661,64,11
1780,20.119,64,9
1781,13.89,64,8
1782,18.562,64,11
1783,9.434,64,9
1784,13.764,64,7
1785,19.982,64,7
1786,27.267,64,9
1787,36.674,64,7
1788,24.032,64,9
1789,11.94,64,9
1790,24.119,64,10
1791,12.155,64,10
1792,20.553,64,11
1793,13.678,64,8
1794,29.517,64,10
1795,13.932,64,9
1796,13.181,64,8
1797,11.926,64,8
1798,33.537,64,10
1799,16.822,64,10
1800,16.922,64,11
1801,16.96,64,8
1802,12.083,64,6
1803,9.815,64,8
1804,20.235,64,8
1805,26.958,64,7
1806,18.795,64,8
1807,7.848,64,8
1808,20.135,64,7
1809,20.583,64,7
1810,18.691,64,11
1811,17.033,64,8
1812,27.424,64,13
1813,13.039,64,6
1814,9.201,64,10
1815,18.723,64,10
1816,13.695,64,10
1817,18.411,64,10
1818,13.647,64,9
1819,19.061,64,10
1820,17.427,64,11
1821,13.072,64,11
1822,20.195,64,8
1823,18.664,64,7
1824,23.503,64,12
1825,16.93,64,8
1826,12.158,64,7
1827,16.964,64,10
1828,9.324,64,6
1829,20.476,64,9
1830,17.595,64,10
1831,14.058,64,10
1832,27.377,64,10
1833,13.642,64,10
1834,12.909,64,10
1835,18.46,64,11
1836,17.086,64,11
1837,17.431,64,9
1838,13.989,64,9
1839,17.324,64,10
1840,9.81,64,11
1841,18.971,64,9
1842,7.737,64,6
1843,18.444,64,7
1844,29.408,64,8
1845,17.502,64,10
1846,13.559,64,10
1847,13.959,64,10
1848,19.114,64,9
1849,18.877,64,10
1850,33.418,64,6
1851,16.946,64,10
1852,9.318,64,9
1853,17.022,64,10
1854,17.478,64,6
1855,12.906,64,11
1856,17.022,64,10
1857,16.862,64,10
1858,18.892,64,10
1859,20.45,64,12
1860,12.213,64,12
1861,18.628,64,8
1862,25.613,64,9
1863,13.763,64,10
1864,20.454,64,10
1865,18.977,64,10
1866,9.667,64,7
1867,18.746,64,12
1868,18.54,64,8
1869,17.598,64,9
1870,17.566,64,12
1871,20.067,64,10
1872,16.9,64,8
1873,13.676,64,10
1874,13.07,64,6
1875,18.444,64,11
1876,18.668,64,9
1877,13.034,64,11
1878,23.501,64,8
1879,12.987,64,8
1880,25.544,64,10
1881,13.935,64,8
1882,13.055,64,8
1883,20.522,64,9
1884,13.815,64,8
1885,40.579,64,8
1886,37.028,64,12
1887,9.524,64,10
1888,23.495,64,8
1889,45.149,64,11
1890,20.368,64,10
1891,27.58,64,9
1892,18.946,64,8
1893,18.918,64,9
1894,16.94,64,9
1895,13.584,64,11
1896,18.384,64,7
1897,13.168,64,9
1898,17.545,64,11
1899,13.18,64,8
1900,20.13,64,8
1901,18.994,64,9
1902,13.146,64,9
1903,25.739,64,6
1904,13.892,64,11
1905,20.137,64,10
1906,14.034,64,9
1907,9.417,64,6
1908,9.083,64,11
1909,9.424,64,7
1910,29.062,64,7
1911,13.687,64,11
1912,18.364,64,11
1913,18.55,64,9
1914,9.349,64,7
1915,17.077,64,10
1916,16.869,64,10
1917,17.13,64,8
1918,16.947,64,10
1919,19.01,64,13
1920,9.463,64,9
1921,13.833,64,11
1922,17.002,64,11
1923,20.467,64,11
1924,26.242,64,8
1925,8.94,64,11
1926,13.396,64,11
1927,18.441,64,8
1928,13.006,64,11
1929,13.063,64,11
1930,14.218,64,10
1931,13.612,64,10
1932,16.965,64,11
1933,18.421,64,8
1934,13.723,64,12
1935,24.151,64,12
1936,8.007,64,3
1937,13.927,64,11
1938,13.047,64,8
1939,17.546,64,11
1940,20.228,64,9
1941,23.447,64,13
1942,9.226,64,8
1943,13.5,64,11
1944,9.195,64,8
1945,27.398,64,8
1946,17.628,64,12
1947,8.025,64,10
1948,17.313,64,10
1949,16.995,64,12
1950,14.13,64,12
1951,32.829,64,11
1952,13.948,64,11
1953,27.097,64,9
1954,14.151,64,9
1955,13.498,64,12
1956,23.879,64,10
1957,23.663,64,11
1958,14.162,64,10
1959,26.886,64,8
1960,12.144,64,10
1961,13.079,64,9
1962,19.036,64,11
1963,17.314,64,10
1964,20.277,64,9
1965,26.859,64,9
1966,20.104,64,10
1967,36.735,64,11
1968,9.131,64,10
1969,13.555,64,9
1970,12.956,64,10
1971,20.51,64,10
1972,16.945,64,9
1973,18.539,64,14
1974,18.924,64,7
1975,7.929,64,5
1976,9.48,64,8
1977,13.823,64,11
1978,18.36,64,10
1979,13.971,64,11
1980,14.174,64,8
1981,29.551,64,10
1982,17.361,64,9
1983,19.025,64,10
1984,20.183,64,13
1985,25.798,64,9
1986,23.586,64,10
1987,16.884,64,9
1988,17.635,64,11
1989,20.272,64,10
1990,17.522,64,9
1991,29.422,64,10
1992,20.475,64,12
1993,13.862,64,9
1994,9.171,64,9
1995,18.302,64,9
1996,14.176,64,7
1997,13.826,64,7
1998,65.137,64,9
1999,9.493,64,8
2000,23.931,64,6
2001,17.1,64,11
2002,18.633,64,8
2003,17.631,64,9
2004,17.105,64,12
2005,13.644,64,9
2006,13.479,64,9
2007,17.011,64,11
2008,13.619,64,9
2009,17.057,64,10
2010,20.147,64,9
2011,18.652,64,14
2012,9.247,64,6
2013,8.967,64,9
2014,20.291,64,8
2015,9.437,64,8
2016,20.133,64,8
2017,24.005,64,9
2018,27.622,64,9
2019,13.642,64,12
2020,37.689,64,9
2021,12.956,64,9
2022,14.08,64,12
2023,35.419,64,10
2024,18.461,64,9
2025,13.621,64,8
2026,29.223,64,9
2027,16.963,64,10
2028,14.129,64,9
2029,23.783,64,8
2030,33.31,64,8
2031,32.956,64,10
2032,20.307,64,9
2033,26.135,64,7
2034,13.175,64,11
2035,13.98,64,9
2036,23.839,64,8
2037,26.041,64,7
2038,36.69,64,8
2039,13.704,64,9
2040,9.084,64,10
2041,24.191,64,10
2042,9.4,64,10
2043,27.367,64,7
2044,13.564,64,9
2045,12.99,64,10
2046,11.874,64,9
2047,13.608,64,9
2048,20.211,64,12
2049,37.575,64,9
2050,12.033,64,7
2051,18.743,64,11
2052,19.016,64,7
2053,20.57,64,5
2054,14.061,64,9
2055,18.814,64,7
2056,20.594,64,9
2057,26.075,64,9
2058,17.222,64,9
2059,13.548,64,7
2060,16.831,64,11
2061,20.151,64,7
2062,20.037,64,8
2063,14.066,64,10
2064,18.544,64,7
2065,26.229,64,8
2066,20.042,64,11
2067,17.012,64,11
2068,24.104,64,8
2069,17.182,64,10
2070,13.118,64,10
2071,13.464,64,9
2072,20.222,64,10
2073,18.433,64,9
2074,20.284,64,10
2075,20.24,64,10
2076,13.718,64,11
2077,13.121,64,8
2078,17.016,64,10
2079,12.964,64,10
2080,20.2,64,9
2081,18.578,64,8
2082,26.83,64,9
2083,24.092,64,7
2084,12.156,64,8
2085,13.619,64,11
2086,18.8,64,11
2087,18.607,64,10
2088,17.381,64,6
2089,18.903,64,11
2090,19.023,64,9
2091,13.125,64,9
2092,18.554,64,9
2093,26.003,64,8
2094,9.548,64,9
2095,17.15,64,11
2096,20.289,64,9
2097,17.66,64,8
2098,9.53,64,10
2099,50.759,64,8
2100,23.745,64,11
2101,27.338,64,8
2102,23.998,64,8
2103,23.839,64,9
2104,14.091,64,11
2105,14.16,64,10
2106,17.562,64,11
2107,9.739,64,7
2108,18.991,64,9
2109,18.551,64,12
2110,24.124,64,10
2111,19.027,64,12
2112,18.487,64,10
2113,27.629,64,11
2114,9.664,64,8
2115,18.635,64,10
2116,13.155,64,8
2117,16.922,64,11
2118,20.26,64,7
2119,17.576,64,7
2120,25.883,64,8
2121,11.852,64,8
2122,9.454,64,7
2123,23.582,64,11
2124,27.513,64,8
2125,25.675,64,8
2126,9.361,64,10
2127,27.263,64,12
2128,14.078,64,10
2129,36.621,64,10
2130,13.543,64,10
2131,14.059,64,10
2132,24.04,64,8
2133,20.31,64,9
2134,19.087,64,8
2135,18.891,64,9
2136,13.575,64,9
2137,29.584,64,9
2138,33.26,64,10
2139,18.489,64,6
2140,27.414,64,11
2141,23.58,64,8
2142,14.155,64,11
2143,24.057,64,9
2144,12.0,64,9
2145,13.094,64,10
2146,14.316,64,10
2147,14.061,64,10
2148,14.129,64,8
2149,17.298,64,10
2150,9.252,64,7
2151,17.184,64,11
2152,14.213,64,10
2153,20.297,64,11
2154,17.59,64,9
2155,17.303,64,10
2156,17.605,64,7
2157,13.089,64,9
2158,27.251,64,12
2159,14.103,64,9
2160,27.254,64,6
2161,9.117,64,12
2162,27.493,64,10
2163,20.244,64,12
2164,19.079,64,12
2165,23.661,64,10
2166,9.308,64,11
2167,27.281,64,10
2168,26.019,64,9
2169,20.165,64,10
2170,14.071,64,11
2171,18.807,64,10
2172,29.736,64,8
2173,13.095,64,9
2174,9.658,64,11
2175,24.018,64,10
2176,20.191,64,8
2177,9.431,64,11
2178,13.487,64,10
2179,12.982,64,10
2180,24.095,64,9
2181,24.038,64,8
2182,25.798,64,7
2183,9.338,64,9
2184,24.034,64,9
2185,27.054,64,9
2186,23.869,64,10
2187,17.629,64,10
2188,23.754,64,7
2189,18.614,64,10
2190,13.002,64,10
2191,18.997,64,9
2192,9.819,64,10
2193,16.89,64,10
2194,23.482,64,10
2195,18.541,64,8
2196,18.978,64,7
2197,32.843,64,9
2198,17.53,64,8
2199,18.906,64,10
2200,17.34,64,9
2201,16.873,64,9
2202,12.911,64,8
2203,20.451,64,11
2204,14.079,64,8
2205,25.585,64,7
2206,17.366,64,8
2207,17.447,64,11
2208,17.552,64,9
2209,17.535,64,11
2210,18.739,64,9
2211,7.98,64,9
2212,26.125,64,12
2213,14.246,64,9
2214,18.75,64,10
2215,7.816,64,5
2216,24.029,64,12
2217,19.943,64,11
2218,17.015,64,10
2219,38.213,64,11
2220,13.856,64,9
2221,23.655,64,12
2222,17.315,64,12
2223,19.038,64,12
2224,27.103,64,9
2225,17.023,64,9
2226,27.433,64,9
2227,11.94,64,10
2228,13.036,64,6
2229,29.541,64,9
2230,20.601,64,8
2231,13.957,64,10
2232,16.898,64,11
2233,18.775,64,9
2234,13.772,64,10
2235,13.838,64,10
2236,13.65,64,9
2237,17.203,64,11
2238,13.893,64,10
2239,24.029,64,8
2240,23.534,64,10
2241,17.64,64,10
2242,13.561,64,8
2243,13.019,64,10
2244,11.82,64,11
2245,13.114,64,10
2246,27.396,64,12
2247,17.651,64,7
2248,23.837,64,9
2249,13.073,64,10
2250,16.935,64,9
2251,17.389,64,8
2252,17.653,64,7
2253,11.878,64,10
2254,18.704,64,10
2255,23.731,64,11
2256,23.588,64,7
2257,23.88,64,12
2258,18.873,64,9
2259,24.162,64,11
2260,18.779,64,11
2261,13.002,64,7
2262,20.072,64,8
2263,25.843,64,9
2264,18.348,64,11
2265,13.451,64,10
2266,7.891,64,5
2267,23.534,64,8
2268,26.965,64,10
2269,20.266,64,12
2270,12.15,64,8
2271,11.888,64,10
2272,19.099,64,9
2273,23.726,64,8
2274,17.067,64,10
2275,13.042,64,8
2276,17.576,64,6
2277,9.262,64,3
2278,17.41,64,12
2279,7.541,64,5
2280,20.371,64,11
2281,18.866,64,11
2282,20.282,64,9
2283,11.864,64,11
2284,38.096,64,11
2285,25.767,64,10
2286,16.882,64,9
2287,18.945,64,11
2288,16.979,64,8
2289,13.693,64,9
2290,25.573,64,7
2291,11.946,64,9
2292,18.948,64,8
2293,26.068,64,8
2294,18.505,64,10
2295,17.486,64,11
2296,40.597,64,11
2297,13.158,64,12
2298,14.082,64,10
2299,16.848,64,10
2300,14.061,64,10
2301,13.989,64,9
2302,8.975,64,5
2303,37.74,64,12
2304,18.669,64,9
2305,13.606,64,7
2306,19.065,64,9
2307,9.106,64,8
2308,40.582,64,13
2309,17.33,64,7
2310,40.395,64,9
2311,16.954,64,11
2312,17.557,64,10
2313,18.655,64,9
2314,7.951,64,6
2315,8.976,64,6
2316,26.185,64,6
2317,20.476,64,10
2318,20.368,64,11
2319,13.139,64,9
2320,25.729,64,9
2321,17.594,64,7
2322,20.019,64,9
2323,13.523,64,10
2324,9.714,64,9
2325,25.866,64,7
2326,17.591,64,10
2327,36.854,64,11
2328,9.813,64,9
2329,11.941,64,8
2330,18.526,64,11
2331,13.802,64,9
2332,13.485,64,10
2333,7.891,64,2
2334,20.373,64,10
2335,16.881,64,8
2336,23.76,64,12
2337,20.539,64,11
2338,9.125,64,6
2339,12.125,64,9
2340,23.994,64,8
2341,9.306,64,10
2342,29.656,64,7
2343,14.228,64,8
2344,14.154,64,8
2345,37.131,64,11
2346,25.609,64,8
2347,18.81,64,12
2348,23.787,64,10
2349,13.99,64,10
2350,20.442,64,7
2351,44.99,64,9
2352,13.08,64,9
2353,18.907,64,8
2354,20.125,64,9
2355,17.386,64,7
2356,18.395,64,8
2357,18.723,64,10
2358,11.785,64,9
2359,9.583,64,9
2360,11.951,64,10
2361,33.281,64,10
2362,14.122,64,11
2363,26.211,64,8
2364,25.804,64,9
2365,25.797,64,8
2366,17.228,64,13
2367,23.443,64,8
2368,13.821,64,8
2369,23.936,64,12
2370,16.964,64,6
2371,13.47,64,12
2372,18.625,64,7
2373,18.981,64,9
2374,26.224,64,9
2375,14.068,64,10
2376,11.935,64,9
2377,13.813,64,11
2378,20.297,64,9
2379,13.513,64,9
2380,13.749,64,9
2381,9.419,64,8
2382,14.165,64,9
2383,18.368,64,10
2384,17.281,64,7
2385,9.056,64,8
2386,12.071,64,8
2387,20.064,64,8
2388,13.629,64,9
2389,18.869,64,9
2390,34.238,64,9
2391,18.71,64,8
2392,13.214,64,11
2393,14.055,64,10
2394,12.117,64,9
2395,20.487,64,10
2396,12.883,64,11
2397,13.2,64,9
2398,27.062,64,9
2399,20.446,64,10
2400,23.627,64,10
2401,23.554,64,7
2402,12.945,64,10
2403,17.097,64,10
2404,17.288,64,11
2405,13.036,64,11
2406,27.533,64,7
2407,12.954,64,10
2408,18.825,64,9
2409,35.396,64,8
2410,20.315,64,9
2411,14.261,64,10
2412,13.921,64,8
2413,16.959,64,9
2414,27.425,64,10
2415,13.058,64,8
2416,18.722,64,10
2417,26.153,64,10
2418,18.691,64,8
2419,12.137,64,10
2420,23.757,64,12
2421,9.173,64,10
2422,27.517,64,10
2423,13.47,64,9
2424,37.483,64,9
2425,24.107,64,7
2426,9.762,64,11
2427,14.095,64,5
2428,20.464,64,8
2429,18.555,64,12
2430,17.153,64,10
2431,18.715,64,10
2432,8.94,64,8
2433,12.146,64,11
2434,20.024,64,10
2435,29.576,64,11
2436,17.504,64,9
2437,17.602,64,11
2438,13.745,64,10
2439,17.48,64,12
2440,27.408,64,7
2441,17.24,64,10
2442,18.63,64,10
2443,14.188,64,9
2444,20.229,64,9
2445,12.093,64,10
2446,11.923,64,10
2447,14.199,64,9
2448,23.652,64,10
2449,18.548,64,8
2450,12.861,64,11
2451,20.41,64,11
2452,20.12,64,11
2453,17.337,64,12
2454,19.002,64,10
2455,13.547,64,9
2456,17.079,64,8
2457,14.243,64,10
2458,12.099,64,9
2459,17.124,64,11
2460,11.884,64,9
2461,14.016,64,8
2462,40.835,64,9
2463,20.164,64,11
2464,18.857,64,10
2465,18.607,64,7
2466,25.574,64,7
2467,17.189,64,7
2468,16.964,64,8
2469,20.45,64,6
2470,13.079,64,7
2471,17.672,64,9
2472,9.439,64,11
2473,26.019,64,6
2474,20.216,64,8
2475,24.022,64,10
2476,13.657,64,9
2477,13.749,64,8
2478,18.902,64,6
2479,26.02,64,9
2480,7.866,64,10
2481,17.256,64,9
2482,18.709,64,9
2483,13.052,64,8
2484,23.652,64,8
2485,19.037,64,10
2486,17.117,64,9
2487,14.258,64,9
2488,18.778,64,9
2489,13.952,64,11
2490,23.583,64,8
2491,37.092,64,12
2492,12.178,64,8
2493,14.057,64,8
2494,23.547,64,11
2495,13.2,64,8
2496,17.619,64,10
2497,20.496,64,10
2498,18.671,64,9
2499,23.687,64,13
2500,24.121,64,11
2501,24.145,64,10
2502,17.387,64,10
2503,11.904,64,7
2504,9.733,64,7
2505,26.159,64,10
2506,17.347,64,7
2507,17.567,64,10
2508,36.826,64,7
2509,20.536,64,11
2510,18.834,64,9
2511,18.517,64,9
2512,16.883,64,9
2513,13.944,64,11
2514,17.36,64,9
2515,9.624,64,8
2516,12.095,64,12
2517,26.959,64,8
2518,29.768,64,12
2519,29.385,64,12
2520,13.425,64,9
2521,19.033,64,9
2522,23.493,64,11
2523,23.497,64,10
2524,20.57,64,11
2525,8.038,64,8
2526,12.144,64,11
2527,17.352,64,11
2528,26.054,64,13
2529,20.317,64,10
2530,25.567,64,12
2531,14.162,64,12
2532,23.694,64,8
2533,16.915,64,9
2534,18.439,64,10
2535,13.036,64,10
2536,18.414,64,10
2537,9.019,64,10
2538,16.953,64,13
2539,7.921,64,8
2540,9.763,64,10
2541,20.176,64,11
2542,18.466,64,10
2543,13.756,64,11
2544,13.448,64,9
2545,27.667,64,8
2546,23.82,64,8
2547,39.353,64,12
2548,38.062,64,7
2549,12.068,64,10
2550,13.915,64,12
2551,17.214,64,11
2552,8.073,64,10
2553,23.795,64,10
2554,23.638,64,6
2555,27.093,64,6
2556,9.445,64,8
2557,17.138,64,9
2558,37.409,64,11
2559,29.432,64,10
2560,14.05,64,9
2561,20.211,64,7
2562,17.53,64,8
2563,16.921,64,6
2564,17.063,64,10
2565,26.139,64,11
2566,9.177,64,8
2567,24.218,64,13
2568,8.981,64,8
2569,18.608,64,8
2570,9.522,64,8
2571,13.886,64,9
2572,18.725,64,9
2573,13.5,64,8
2574,29.008,64,10
2575,9.673,64,9
2576,23.55,64,11
2577,14.008,64,6
2578,20.451,64,12
2579,18.452,64,10
2580,23.628,64,13
2581,16.818,64,10
2582,17.494,64,7
2583,13.133,64,10
2584,13.537,64,10
2585,27.205,64,10
2586,17.572,64,10
2587,23.826,64,7
2588,18.388,64,11
2589,33.283,64,8
2590,16.801,64,12
2591,35.267,64,8
2592,25.567,64,7
2593,24.063,64,11
2594,23.859,64,10
2595,13.035,64,6
2596,25.907,64,11
2597,29.278,64,11
2598,23.962,64,8
2599,11.808,64,9
2600,23.835,64,10
2601,20.05,64,8
2602,17.014,64,10
2603,19.0,64,10
2604,58.137,64,9
2605,14.151,64,10
2606,13.009,64,11
2607,17.454,64,10
2608,20.203,64,9
2609,17.474,64,8
2610,23.705,64,9
2611,37.113,64,7
2612,18.857,64,9
2613,20.084,64,11
2614,16.934,64,11
2615,9.502,64,10
2616,25.803,64,9
2617,25.509,64,8
