id,generation_time_seconds,iterations,n_entities_pinned
1352,1.88,6,8
1353,2.388,6,10
1354,0.735,4,9
1355,5.618,28,9
1356,1.376,6,10
1357,1.805,4,6
1358,3.912,21,4
1359,1.869,6,10
1360,3.067,6,8
1361,0.781,4,10
1362,1.397,6,12
1363,3.138,6,7
1364,1.135,6,9
1365,2.627,6,7
1366,1.098,4,10
1367,1.344,6,10
1368,1.132,6,8
1369,1.234,4,12
1370,1.408,6,8
1371,1.828,6,10
1372,2.033,4,9
1373,1.118,4,10
1374,1.129,4,8
1375,1.714,6,10
1376,0.988,6,10
1377,0.79,4,8
1378,0.877,4,9
1379,1.683,6,9
1380,1.104,6,7
1381,5.128,6,10
1382,4.814,24,5
1383,1.961,6,10
1384,0.909,4,9
1385,2.574,6,9
1386,1.708,6,6
1387,1.57,4,8
1388,1.893,6,11
1389,1.583,4,11
1390,1.672,6,7
1391,1.857,6,9
1392,3.042,6,10
1393,1.436,6,9
1394,1.669,6,13
1395,6.375,32,8
1396,1.439,6,10
1397,1.212,6,10
1398,0.893,4,10
1399,1.338,6,10
1400,2.355,6,12
1401,2.599,6,12
1402,5.79,29,9
1403,2.695,6,13
1404,1.85,6,10
1405,2.021,6,9
1406,1.718,6,10
1407,1.722,6,8
1408,1.827,6,9
1409,2.363,6,11
1410,1.825,6,10
1411,1.666,6,9
1412,1.193,6,9
1413,5.294,28,8
1414,1.1,4,10
1415,0.956,4,10
1416,3.434,6,11
1417,1.108,4,9
1418,1.719,6,9
1419,1.734,4,10
1420,5.557,28,10
1421,1.199,6,11
1422,2.421,6,11
1423,1.354,6,12
1424,2.03,6,9
1425,2.357,6,10
1426,1.091,4,8
1427,1.242,4,10
1428,2.002,6,8
1429,1.566,4,11
1430,6.005,30,8
1431,1.144,4,9
1432,2.377,6,9
1433,1.222,4,9
1434,1.242,4,7
1435,5.759,6,11
1436,1.095,4,8
1437,1.403,6,10
1438,1.861,6,7
1439,1.654,6,9
1440,1.134,6,9
1441,1.396,6,9
1442,2.39,6,8
1443,4.996,25,8
1444,0.96,4,10
1445,4.156,21,10
1446,1.87,6,11
1447,1.109,4,9
1448,2.368,6,8
1449,1.245,4,10
1450,0.968,4,11
1451,1.108,6,11
1452,1.977,6,9
1453,2.415,6,11
1454,1.642,6,10
1455,1.347,4,7
1456,3.227,4,8
1457,1.319,6,9
1458,1.324,4,8
1459,2.841,6,13
1460,1.322,6,7
1461,2.585,6,6
1462,1.664,6,10
1463,1.694,6,10
1464,2.007,6,12
1465,1.963,6,9
1466,1.352,6,8
1467,1.641,6,10
1468,2.358,6,6
1469,1.217,4,8
1470,1.561,4,8
1471,1.866,6,7
1472,1.84,6,11
1473,1.446,6,9
1474,1.149,4,9
1475,1.353,4,10
1476,4.824,6,8
1477,1.648,6,10
1478,1.357,6,10
1479,0.795,4,8
1480,1.599,4,9
1481,1.212,6,13
1482,5.899,32,8
1483,6.213,31,11
1484,1.389,6,11
1485,1.363,6,10
1486,1.286,7,11
1487,1.406,6,9
1488,1.101,4,11
1489,2.037,4,12
1490,1.149,4,8
1491,2.77,6,9
1492,1.127,6,11
1493,0.737,4,5
1494,1.209,6,9
1495,1.353,6,11
1496,2.635,6,8
1497,4.284,23,8
1498,2.388,6,7
1499,1.207,6,8
1500,1.832,6,10
1501,1.743,4,10
1502,1.837,6,13
1503,1.19,6,10
1504,1.348,6,13
1505,1.188,6,7
1506,1.102,6,11
1507,2.578,6,8
1508,2.832,6,9
1509,1.215,4,9
1510,1.705,6,11
1511,1.854,6,12
1512,1.98,6,10
1513,1.664,6,10
1514,1.206,6,12
1515,1.317,4,10
1516,1.146,4,9
1517,1.407,6,10
1518,1.203,6,12
1519,3.122,6,10
1520,3.525,6,9
1521,1.215,6,10
1522,2.837,6,7
1523,1.653,6,8
1524,1.852,6,9
1525,1.131,6,8
1526,2.413,6,9
1527,3.474,6,8
1528,1.613,4,7
1529,1.126,4,11
1530,1.117,6,9
1531,1.236,4,10
1532,1.092,4,9
1533,2.361,6,10
1534,1.146,4,9
1535,2.775,6,11
1536,1.71,6,9
1537,0.785,4,8
1538,3.068,6,11
1539,1.144,4,10
1540,1.716,6,8
1541,1.248,4,9
1542,1.249,4,11
1543,1.664,6,10
1544,0.736,4,6
1545,1.989,6,8
1546,2.571,6,9
1547,2.381,6,9
1548,1.138,4,10
1549,1.722,6,10
1550,1.116,6,10
1551,1.194,6,10
1552,1.319,6,9
1553,3.429,6,9
1554,0.932,4,10
1555,4.737,24,7
1556,1.111,4,10
1557,1.7,6,10
1558,1.608,4,6
1559,1.855,4,8
1560,1.708,6,8
1561,1.138,4,7
1562,3.7,20,6
1563,6.904,37,8
1564,1.861,6,10
1565,1.865,6,11
1566,1.849,6,9
1567,1.843,4,8
1568,0.964,4,6
1569,0.718,4,10
1570,4.175,6,12
1571,1.439,6,10
1572,1.886,6,7
1573,1.402,6,11
1574,0.787,4,10
1575,1.87,6,11
1576,2.627,6,8
1577,2.579,6,10
1578,1.346,6,10
1579,2.635,6,8
1580,2.598,6,8
1581,1.359,4,10
1582,1.938,4,11
1583,2.813,6,11
1584,1.985,6,5
1585,3.65,20,10
1586,1.823,6,10
1587,1.888,6,8
1588,1.348,6,12
1589,1.678,6,6
1590,2.768,6,9
1591,1.564,4,10
1592,1.121,4,11
1593,0.93,4,10
1594,1.69,6,10
1595,1.718,6,11
1596,1.394,6,11
1597,1.41,6,9
1598,1.443,6,10
1599,1.194,6,11
1600,1.34,6,12
1601,2.043,6,11
1602,1.363,6,10
1603,1.689,6,8
1604,1.677,6,8
1605,1.967,6,8
1606,1.362,6,11
1607,2.641,6,11
1608,3.485,6,7
1609,1.191,6,12
1610,5.545,28,8
1611,0.9,4,9
1612,1.199,6,8
1613,1.72,6,10
1614,2.245,4,9
1615,2.839,6,9
1616,1.67,6,7
1617,5.152,28,9
1618,2.026,6,10
1619,1.874,6,8
1620,1.245,4,7
1621,1.359,6,11
1622,1.213,6,8
1623,1.223,6,9
1624,5.681,28,10
1625,1.651,6,10
1626,3.879,6,9
1627,6.367,32,6
1628,2.865,6,8
1629,1.692,6,9
1630,1.691,6,10
1631,2.413,6,7
1632,1.707,6,9
1633,1.721,6,11
1634,1.822,6,10
1635,1.676,6,7
1636,0.909,4,10
1637,2.571,6,9
1638,5.367,27,7
1639,1.695,6,9
1640,1.354,6,11
1641,1.409,6,8
1642,1.671,6,10
1643,1.208,6,6
1644,1.199,6,8
1645,4.27,6,8
1646,0.954,4,8
1647,1.887,6,10
1648,1.851,4,8
1649,1.662,6,9
1650,0.735,4,10
1651,0.786,4,9
1652,1.644,6,11
1653,1.195,6,6
1654,1.678,6,10
1655,4.757,24,8
1656,1.855,6,9
1657,1.382,6,10
1658,2.044,6,7
1659,1.109,6,10
1660,1.93,4,9
1661,0.779,4,8
1662,1.71,6,11
1663,2.393,6,10
1664,1.693,6,11
1665,1.355,4,8
1666,1.651,6,6
1667,1.584,4,8
1668,1.129,4,11
1669,2.359,6,10
1670,1.666,6,8
1671,1.851,4,10
1672,1.661,6,8
1673,1.193,6,11
1674,1.234,4,8
1675,1.199,6,9
1676,0.787,4,12
1677,1.716,6,8
1678,1.863,6,11
1679,1.255,4,11
1680,1.383,6,9
1681,1.234,4,7
1682,1.636,4,11
1683,1.196,6,8
1684,1.326,6,9
1685,0.957,4,10
1686,6.651,33,11
1687,1.355,4,11
1688,2.777,6,8
1689,0.743,4,8
1690,2.629,6,10
1691,1.401,6,10
1692,1.134,6,10
1693,1.32,4,11
1694,0.909,4,6
1695,1.247,4,9
1696,4.761,24,9
1697,1.214,6,10
1698,2.041,6,13
1699,1.348,6,8
1700,1.853,6,10
1701,2.809,6,7
1702,1.127,4,8
1703,1.705,6,11
1704,1.105,6,10
1705,1.688,6,11
1706,0.718,4,6
1707,1.197,6,9
1708,2.034,6,10
1709,1.105,6,7
1710,0.935,4,10
1711,2.003,6,7
1712,1.132,6,7
1713,2.364,6,11
1714,0.736,4,11
1715,2.358,6,10
1716,1.963,6,8
1717,0.72,4,8
1718,2.391,6,9
1719,2.043,6,11
1720,4.356,6,9
1721,2.576,6,9
1722,1.65,6,11
1723,1.434,6,9
1724,1.974,6,11
1725,1.138,4,10
1726,1.872,6,10
1727,1.653,6,10
1728,1.823,6,8
1729,1.144,4,9
1730,2.416,6,9
1731,1.716,6,10
1732,3.112,6,9
1733,1.85,6,6
1734,1.674,6,11
1735,1.247,4,10
1736,1.222,4,10
1737,1.393,6,8
1738,2.621,6,10
1739,1.345,4,9
1740,2.001,6,11
1741,5.629,30,6
1742,1.346,6,11
1743,2.034,6,13
1744,1.135,6,5
1745,1.262,4,10
1746,2.778,6,12
1747,0.793,4,10
1748,1.2,6,7
1749,1.74,4,11
1750,1.379,6,11
1751,2.388,6,9
1752,0.788,4,10
1753,1.57,5,8
1754,0.74,4,8
1755,5.489,6,12
1756,0.911,4,9
1757,1.091,6,12
1758,1.317,4,7
1759,1.107,4,9
1760,2.052,6,9
1761,1.672,6,8
1762,0.896,4,10
1763,1.09,6,11
1764,1.131,6,11
1765,1.096,4,10
1766,1.322,4,10
1767,1.228,4,8
1768,1.895,4,8
1769,1.211,6,11
1770,1.341,6,10
1771,0.798,4,9
1772,6.543,35,8
1773,2.504,4,11
1774,1.362,4,10
1775,1.847,4,8
1776,2.562,6,11
1777,1.966,6,9
1778,0.791,4,9
1779,5.545,28,11
1780,1.325,4,9
1781,0.907,4,7
1782,1.261,4,11
1783,3.966,20,9
1784,1.349,6,8
1785,1.99,6,7
1786,1.886,4,9
1787,3.855,6,8
1788,1.587,4,9
1789,1.106,6,8
1790,1.604,4,10
1791,1.19,6,10
1792,1.363,4,9
1793,0.899,4,9
1794,3.121,6,10
1795,0.927,4,10
1796,1.208,6,8
1797,1.103,6,8
1798,2.345,4,10
1799,1.65,6,11
1800,1.644,6,10
1801,1.663,6,8
1802,0.738,4,6
1803,1.087,6,8
1804,1.999,6,10
1805,2.761,6,9
1806,1.875,6,8
1807,5.726,29,8
1808,2.017,6,6
1809,1.367,4,8
1810,1.837,6,12
1811,1.67,6,9
1812,3.095,6,13
1813,0.877,4,6
1814,11.004,59,10
1815,1.239,4,9
1816,0.908,4,9
1817,1.872,6,8
1818,1.348,6,8
1819,1.854,6,9
1820,1.148,4,11
1821,0.79,4,10
1822,1.966,6,8
1823,1.307,4,8
1824,1.571,4,11
1825,1.651,6,7
1826,0.778,4,7
1827,1.124,4,8
1828,5.04,27,6
1829,1.997,6,9
1830,1.716,6,10
1831,1.438,6,12
1832,2.849,6,10
1833,1.328,6,9
1834,1.186,6,10
1835,1.881,6,10
1836,1.673,6,9
1837,1.697,6,11
1838,1.397,6,9
1839,1.138,4,10
1840,1.092,6,12
1841,1.237,4,9
1842,6.728,34,6
1843,1.856,6,8
1844,2.155,4,8
1845,1.713,6,10
1846,1.337,6,10
1847,1.395,6,11
1848,1.254,4,9
1849,1.837,6,8
1850,2.276,4,7
1851,1.651,6,10
1852,6.204,33,9
1853,1.653,6,8
1854,1.711,6,6
1855,1.191,6,12
1856,1.668,6,10
1857,1.098,4,8
1858,1.857,6,12
1859,1.347,4,12
1860,1.128,6,12
1861,1.872,6,7
1862,1.729,4,10
1863,1.366,6,10
1864,2.014,6,9
1865,1.881,6,10
1866,7.485,37,8
1867,1.244,4,11
1868,1.876,6,8
1869,1.142,4,9
1870,1.666,6,13
1871,1.979,6,10
1872,1.657,6,8
1873,1.353,6,10
1874,1.331,6,6
1875,1.871,6,10
1876,1.975,6,9
1877,1.322,6,11
1878,2.35,6,9
1879,0.796,4,8
1880,2.618,6,9
1881,1.364,6,9
1882,0.784,4,9
1883,2.031,6,9
1884,1.36,6,8
1885,4.158,6,9
1886,3.873,6,13
1887,5.753,29,10
1888,1.569,4,7
1889,4.862,6,11
1890,2.022,6,10
1891,2.854,6,10
1892,1.837,6,7
1893,1.852,6,10
1894,1.646,6,9
1895,1.342,6,11
1896,1.868,6,8
1897,0.875,4,8
1898,1.711,6,10
1899,1.217,6,7
1900,1.961,6,7
1901,1.872,6,10
1902,0.792,4,8
1903,1.735,4,7
1904,1.372,6,13
1905,1.309,4,11
1906,1.392,6,8
1907,8.717,44,6
1908,7.168,39,11
1909,7.551,38,7
1910,2.116,4,7
1911,0.9,4,11
1912,1.867,6,11
1913,1.311,4,9
1914,7.917,42,7
1915,1.671,6,11
1916,1.115,4,8
1917,1.694,6,8
1918,1.657,6,11
1919,1.849,6,10
1920,4.773,24,10
1921,1.385,6,11
1922,1.448,6,13
1923,1.571,4,11
1924,2.773,6,8
1925,5.805,32,12
1926,1.341,6,11
1927,1.861,6,8
1928,1.195,6,11
1929,1.325,6,11
1930,1.446,6,10
1931,1.332,6,11
1932,1.105,4,10
1933,1.88,6,8
1934,1.334,6,14
1935,2.581,6,10
1936,4.223,21,3
1937,1.4,6,10
1938,1.199,6,9
1939,1.714,6,10
1940,1.35,4,9
1941,2.366,6,11
1942,6.624,36,10
1943,1.353,6,11
1944,8.42,45,8
1945,2.963,6,9
1946,1.229,4,11
1947,5.412,27,10
1948,1.142,4,10
1949,1.115,4,10
1950,1.437,6,13
1951,2.223,4,10
1952,1.392,6,10
1953,1.87,4,9
1954,0.939,4,10
1955,1.326,6,12
1956,2.397,6,11
1957,2.35,6,11
1958,1.095,4,10
1959,1.849,4,9
1960,1.13,6,10
1961,0.786,4,10
1962,1.229,4,10
1963,1.689,6,10
1964,2.015,6,9
1965,1.737,4,9
1966,1.326,4,10
1967,3.817,6,10
1968,4.844,26,10
1969,0.897,4,9
1970,0.781,4,10
1971,2.016,6,9
1972,1.119,4,9
1973,1.882,6,13
1974,1.845,6,9
1975,7.019,35,5
1976,7.323,37,8
1977,1.364,6,11
1978,1.246,4,8
1979,1.397,6,12
1980,1.639,6,8
1981,3.171,6,10
1982,1.145,4,9
1983,1.859,6,10
1984,2.002,6,13
1985,1.731,4,9
1986,2.402,6,11
1987,1.647,6,10
1988,1.224,4,10
1989,2.011,6,10
1990,1.714,6,8
1991,3.057,6,8
1992,2.047,6,12
1993,1.361,6,8
1994,5.916,32,9
1995,1.872,6,9
1996,0.959,4,9
1997,1.361,6,7
1998,4.745,4,9
1999,6.362,32,8
2000,1.58,4,7
2001,1.654,6,12
2002,1.222,4,9
2003,1.832,6,9
2004,1.662,6,11
2005,1.326,6,9
2006,1.342,6,11
2007,1.114,4,11
2008,0.896,4,9
2009,1.67,6,10
2010,1.986,6,9
2011,1.146,4,13
2012,5.763,31,6
2013,6.766,37,10
2014,2.034,6,9
2015,11.174,56,8
2016,1.992,6,10
2017,1.709,4,9
2018,2.908,6,9
2019,1.355,6,10
2020,3.746,6,10
2021,1.203,6,8
2022,1.4,6,12
2023,2.56,4,9
2024,1.245,4,9
2025,1.339,6,8
2026,3.044,6,9
2027,1.103,4,11
2028,1.098,4,10
2029,1.586,4,6
2030,2.157,4,8
2031,3.368,6,10
2032,2.019,6,8
2033,1.752,4,9
2034,1.21,6,11
2035,1.401,6,9
2036,2.397,6,8
2037,2.598,6,8
2038,3.779,6,8
2039,1.364,6,9
2040,4.962,27,10
2041,1.611,4,9
2042,0.782,4,9
2043,2.841,6,7
2044,1.346,6,10
2045,0.783,4,9
2046,1.106,6,9
2047,1.365,6,9
2048,2.03,6,11
2049,3.872,6,9
2050,0.721,4,6
2051,1.834,6,11
2052,1.846,6,7
2053,1.359,4,5
2054,0.917,4,9
2055,1.236,4,7
2056,2.34,6,11
2057,1.824,4,9
2058,1.121,4,10
2059,0.892,4,7
2060,1.65,6,11
2061,1.309,4,7
2062,1.322,4,9
2063,1.384,6,9
2064,1.855,6,8
2065,2.64,6,8
2066,1.301,4,11
2067,1.677,6,10
2068,2.42,6,8
2069,1.706,6,9
2070,1.211,6,10
2071,0.88,4,9
2072,1.977,6,11
2073,1.874,6,8
2074,2.016,6,10
2075,1.318,4,10
2076,1.344,6,10
2077,0.785,4,8
2078,1.439,6,9
2079,0.778,4,9
2080,1.989,6,8
2081,1.254,4,9
2082,2.758,6,11
2083,2.411,6,7
2084,1.131,6,8
2085,1.35,6,10
2086,1.831,6,10
2087,1.309,4,10
2088,1.135,4,7
2089,1.85,6,10
2090,1.831,6,9
2091,0.793,4,8
2092,1.969,6,10
2093,1.747,4,7
2094,11.716,59,9
2095,1.121,4,12
2096,2.007,6,8
2097,1.723,6,8
2098,0.783,4,10
2099,4.914,6,8
2100,2.403,6,10
2101,2.832,6,8
2102,1.602,4,8
2103,1.604,4,8
2104,0.941,4,11
2105,1.089,4,9
2106,1.83,6,10
2107,0.792,4,8
2108,1.867,6,8
2109,1.245,4,12
2110,1.616,4,9
2111,1.863,6,14
2112,1.864,6,9
2113,3.08,6,12
2114,5.44,27,7
2115,2.774,9,9
2116,1.2,6,9
2117,1.646,6,9
2118,1.986,6,9
2119,1.721,6,8
2120,2.605,6,9
2121,0.732,4,9
2122,5.366,27,8
2123,2.379,6,11
2124,2.036,4,9
2125,1.713,4,7
2126,9.513,48,10
2127,2.844,6,11
2128,1.406,6,9
2129,3.844,6,10
2130,1.343,6,9
2131,1.395,6,10
2132,1.611,4,9
2133,1.32,4,6
2134,1.887,6,8
2135,1.242,4,9
2136,0.894,4,9
2137,3.335,6,7
2138,3.522,6,10
2139,1.869,6,7
2140,2.809,6,10
2141,2.364,6,10
2142,1.438,6,10
2143,2.571,6,12
2144,1.122,6,8
2145,1.211,6,10
2146,1.407,6,11
2147,1.39,6,11
2148,0.937,4,9
2149,1.671,6,11
2150,4.898,26,7
2151,1.648,6,12
2152,1.438,6,10
2153,1.324,4,11
2154,1.829,6,10
2155,1.136,4,11
2156,1.716,6,7
2157,0.787,4,8
2158,2.848,6,12
2159,1.448,6,11
2160,2.823,6,8
2161,5.238,28,12
2162,2.825,6,11
2163,2.013,6,11
2164,1.238,4,12
2165,1.582,4,11
2166,5.493,29,11
2167,1.892,4,11
2168,1.754,4,8
2169,1.989,6,9
2170,1.391,6,11
2171,1.859,6,10
2172,3.461,6,7
2173,1.202,6,9
2174,7.624,38,12
2175,2.416,6,11
2176,1.979,6,8
2177,6.573,33,11
2178,1.339,6,10
2179,1.188,6,9
2180,1.704,4,9
2181,2.42,6,8
2182,2.646,6,7
2183,7.964,40,9
2184,1.599,4,9
2185,2.646,6,10
2186,2.402,6,9
2187,1.829,6,9
2188,1.996,6,8
2189,1.313,4,10
2190,1.199,6,10
2191,1.869,6,8
2192,1.1,6,9
2193,1.675,6,10
2194,2.372,6,11
2195,1.259,4,9
2196,1.239,4,8
2197,2.056,4,11
2198,1.147,4,8
2199,1.852,6,9
2200,1.683,6,9
2201,1.101,4,10
2202,0.784,4,9
2203,1.35,4,10
2204,0.93,4,6
2205,2.576,6,9
2206,1.14,4,8
2207,1.715,6,11
2208,1.142,4,8
2209,1.145,4,10
2210,1.857,6,8
2211,4.807,24,8
2212,3.126,7,10
2213,1.642,6,10
2214,1.836,6,10
2215,4.621,23,5
2216,2.428,6,12
2217,1.975,6,10
2218,1.671,6,10
2219,3.939,6,10
2220,0.912,4,8
2221,2.363,6,12
2222,1.709,6,11
2223,1.857,6,12
2224,2.851,6,10
2225,1.644,6,9
2226,2.831,6,9
2227,1.096,6,10
2228,1.201,6,7
2229,3.17,6,9
2230,1.561,4,8
2231,1.388,6,10
2232,1.106,4,9
2233,1.232,4,9
2234,0.901,4,10
2235,1.615,7,10
2236,0.897,4,9
2237,1.698,6,10
2238,1.378,6,10
2239,2.568,6,8
2240,2.357,6,10
2241,1.223,4,9
2242,0.899,4,8
2243,0.792,4,9
2244,1.092,6,11
2245,0.79,4,10
2246,2.835,6,12
2247,1.143,4,9
2248,2.38,6,10
2249,0.785,4,10
2250,1.641,6,8
2251,1.134,4,10
2252,1.145,4,8
2253,1.08,6,11
2254,1.838,6,10
2255,1.593,4,10
2256,2.371,6,7
2257,1.68,4,11
2258,1.85,6,9
2259,2.569,6,10
2260,1.854,6,11
2261,0.789,4,8
2262,1.335,4,8
2263,1.731,4,9
2264,1.865,6,12
2265,1.326,6,10
2266,8.398,42,5
2267,2.344,6,8
2268,2.768,6,10
2269,2.003,6,12
2270,0.745,4,8
2271,1.109,6,8
2272,1.246,4,10
2273,1.6,4,8
2274,1.654,6,11
2275,1.318,6,8
2276,1.137,4,6
2277,6.732,36,3
2278,1.703,6,10
2279,4.288,23,5
2280,2.006,6,11
2281,1.853,6,11
2282,2.013,6,10
2283,1.099,6,11
2284,2.72,4,11
2285,1.717,4,10
2286,1.66,6,9
2287,1.855,6,11
2288,1.664,6,11
2289,1.351,6,10
2290,1.709,4,8
2291,1.125,6,8
2292,1.883,6,9
2293,1.865,4,7
2294,1.891,6,11
2295,1.713,6,12
2296,4.201,6,11
2297,1.217,6,12
2298,0.956,4,10
2299,1.64,6,10
2300,1.381,6,9
2301,1.387,6,9
2302,5.882,32,5
2303,4.013,6,11
2304,1.988,6,10
2305,0.909,4,7
2306,1.858,6,9
2307,6.159,33,8
2308,2.876,4,11
2309,1.708,6,7
2310,3.95,6,10
2311,1.114,4,11
2312,2.009,7,11
2313,1.831,6,8
2314,7.607,38,6
2315,4.574,25,6
2316,1.744,4,6
2317,1.35,4,10
2318,2.04,6,10
2319,0.794,4,9
2320,1.745,4,9
2321,1.839,6,7
2322,1.982,6,9
2323,0.897,4,9
2324,1.092,6,11
2325,2.623,6,7
2326,1.719,6,8
2327,3.744,6,11
2328,1.096,6,8
2329,0.731,4,10
2330,1.89,6,10
2331,1.365,6,9
2332,1.332,6,10
2333,5.566,28,2
2334,2.016,6,10
2335,1.098,4,10
2336,2.378,6,11
2337,2.044,6,12
2338,5.736,31,6
2339,1.123,6,8
2340,1.596,4,8
2341,6.628,35,10
2342,3.122,6,8
2343,1.447,6,9
2344,1.406,6,8
2345,2.584,4,9
2346,2.423,6,7
2347,1.88,6,10
2348,2.393,6,10
2349,0.965,4,10
2350,2.023,6,9
2351,3.215,4,8
2352,0.786,4,10
2353,1.858,6,8
2354,1.316,4,10
2355,1.137,4,9
2356,1.878,6,10
2357,1.827,6,9
2358,6.857,34,9
2359,6.803,34,9
2360,1.113,6,10
2361,3.534,6,10
2362,1.098,4,11
2363,2.807,6,8
2364,3.472,8,9
2365,2.628,6,7
2366,1.141,4,12
2367,1.575,4,8
2368,0.911,4,8
2369,4.801,12,12
2370,1.674,6,9
2371,1.329,6,12
2372,1.879,6,8
2373,1.859,6,10
2374,2.798,6,9
2375,1.401,6,10
2376,0.725,4,10
2377,0.906,4,11
2378,1.345,4,10
2379,0.878,4,9
2380,0.906,4,9
2381,6.562,33,8
2382,1.641,6,9
2383,1.875,6,10
2384,1.694,6,7
2385,3.292,18,8
2386,1.127,6,8
2387,1.975,6,9
2388,1.351,6,8
2389,1.858,6,9
2390,2.368,4,9
2391,1.837,6,9
2392,1.328,6,11
2393,1.386,6,8
2394,0.74,4,8
2395,1.568,4,11
2396,1.195,6,10
2397,0.798,4,9
2398,2.833,6,9
2399,1.341,4,12
2400,1.574,4,11
2401,2.04,6,8
2402,1.191,6,10
2403,1.687,6,10
2404,1.691,6,11
2405,1.332,6,11
2406,2.831,6,8
2407,1.193,6,10
2408,1.228,4,8
2409,3.807,6,9
2410,2.042,6,8
2411,1.651,6,8
2412,0.924,4,9
2413,1.665,6,8
2414,1.91,4,10
2415,1.209,6,8
2416,1.843,6,10
2417,2.615,6,10
2418,1.229,4,8
2419,1.2,6,10
2420,2.396,6,12
2421,3.77,20,9
2422,1.892,4,10
2423,0.88,4,8
2424,3.823,6,10
2425,2.417,6,8
2426,0.65,4,11
2427,1.4,6,5
2428,2.016,6,9
2429,1.878,6,10
2430,1.69,6,10
2431,1.236,4,11
2432,5.123,28,7
2433,1.192,6,11
2434,1.984,6,12
2435,3.106,6,10
2436,1.723,6,9
2437,1.829,6,10
2438,1.377,6,9
2439,1.709,6,12
2440,2.833,6,7
2441,1.706,6,11
2442,1.845,6,10
2443,1.646,6,9
2444,2.015,6,9
2445,1.132,6,10
2446,1.12,6,10
2447,1.105,4,8
2448,2.371,6,11
2449,1.873,6,8
2450,1.188,6,10
2451,2.016,6,12
2452,1.973,6,10
2453,1.127,4,10
2454,1.847,6,10
2455,0.886,4,10
2456,1.664,6,9
2457,1.666,6,9
2458,1.194,6,8
2459,1.693,6,10
2460,1.101,6,9
2461,0.923,4,9
2462,2.831,4,9
2463,1.995,6,9
2464,1.857,6,10
2465,1.859,6,7
2466,2.595,6,7
2467,1.692,6,8
2468,1.652,6,9
2469,2.027,6,7
2470,1.201,6,8
2471,1.836,6,9
2472,5.358,27,9
2473,1.759,4,7
2474,1.33,4,9
2475,2.397,6,11
2476,0.894,4,8
2477,0.903,4,9
2478,1.849,6,9
2479,2.641,6,10
2480,3.982,20,10
2481,1.689,6,8
2482,1.714,6,8
2483,0.891,4,8
2484,1.572,4,9
2485,2.158,7,10
2486,1.105,4,7
2487,0.937,4,10
2488,1.23,4,11
2489,1.387,6,11
2490,2.363,6,9
2491,3.861,6,13
2492,1.131,6,8
2493,1.439,6,9
2494,1.568,4,11
2495,1.205,6,8
2496,1.221,4,10
2497,2.048,6,11
2498,1.827,6,8
2499,1.572,4,11
2500,2.581,6,10
2501,2.576,6,10
2502,1.688,6,11
2503,1.091,6,8
2504,0.713,4,7
2505,2.77,6,9
2506,1.708,6,7
2507,1.715,6,10
2508,3.85,6,9
2509,1.364,4,10
2510,1.831,6,8
2511,1.228,4,8
2512,1.64,6,10
2513,1.386,6,11
2514,1.715,6,9
2515,4.443,22,8
2516,0.736,4,11
2517,2.812,6,8
2518,3.382,6,12
2519,2.066,4,12
2520,0.893,4,8
2521,1.244,4,10
2522,2.362,6,11
2523,1.563,4,10
2524,2.049,6,11
2525,4.364,24,8
2526,0.778,4,11
2527,1.13,4,11
2528,2.639,6,12
2529,2.02,6,9
2530,1.723,4,13
2531,1.44,6,12
2532,1.577,4,8
2533,1.097,4,9
2534,1.859,6,11
2535,0.793,4,9
2536,1.873,6,10
2537,5.122,28,10
2538,1.097,4,12
2539,7.223,36,8
2540,0.992,6,11
2541,1.332,4,10
2542,1.879,6,6
2543,1.354,6,11
2544,1.33,6,9
2545,2.918,6,8
2546,2.364,6,9
2547,4.192,6,11
2548,3.877,6,7
2549,0.741,4,10
2550,1.384,6,12
2551,1.39,5,11
2552,7.656,42,10
2553,1.594,4,9
2554,2.374,6,7
2555,2.764,6,9
2556,6.153,31,8
2557,1.694,6,9
2558,2.681,4,10
2559,3.09,6,10
2560,1.382,6,9
2561,1.352,4,8
2562,1.825,6,7
2563,1.106,4,7
2564,1.123,4,11
2565,2.645,6,10
2566,6.993,38,8
2567,2.586,6,12
2568,3.884,21,7
2569,1.237,4,7
2570,5.396,27,8
2571,1.406,6,9
2572,1.234,4,8
2573,1.351,6,10
2574,3.051,6,10
2575,5.021,25,9
2576,2.048,6,12
2577,0.926,4,9
2578,1.348,4,10
2579,1.845,6,10
2580,2.361,6,10
2581,1.445,6,10
2582,1.145,4,6
2583,1.206,6,10
2584,1.343,6,9
2585,1.882,4,10
2586,1.717,6,10
2587,2.388,6,8
2588,1.243,4,12
2589,2.28,4,7
2590,1.662,6,11
2591,3.372,6,9
2592,2.607,6,8
2593,1.726,4,11
2594,2.41,6,10
2595,1.205,6,6
2596,2.623,6,10
2597,2.038,4,11
2598,2.378,6,9
2599,1.105,6,10
2600,2.38,6,10
2601,1.997,6,8
2602,1.644,6,11
2603,1.861,6,11
2604,6.144,6,9
2605,0.961,4,10
2606,1.188,6,11
2607,1.217,4,10
2608,1.971,6,8
2609,1.141,4,9
2610,2.373,6,9
2611,3.805,6,7
2612,1.235,4,11
2613,1.966,6,11
2614,1.656,6,11
2615,5.763,29,10
2616,2.602,6,9
2617,2.424,6,9
2618,1.333,6,10
2619,2.03,6,9
2620,1.377,6,9
2621,1.122,4,9
